1password	Password manager that keeps all passwords secure behind one password	https://1password.com/
1password-cli	Command-line interface for 1Password	https://developer.1password.com/docs/cli
adobe-digital-editions	E-book reader	https://www.adobe.com/solutions/ebook/digital-editions.html
aerospace	AeroSpace is an i3-like tiling window manager for macOS	https://github.com/nikitabobko/AeroSpace
android-commandlinetools	Command-line tools for building and debugging Android apps	https://developer.android.com/studio
android-platform-tools	Android SDK component	https://developer.android.com/tools/releases/platform-tools
beekeeper-studio	Cross platform SQL editor and database management app	https://www.beekeeperstudio.io/
bruno	Open source IDE for exploring and testing APIs	https://www.usebruno.com/
calibre	E-books management software	https://calibre-ebook.com/
claude-code@latest	Terminal-based AI coding assistant	https://claude.com/product/claude-code
discord	Voice and text chat software	https://discord.com/
docker-desktop	App to build and share containerised applications and microservices	https://www.docker.com/products/docker-desktop
firefox	Web browser	https://www.mozilla.org/firefox/
flutter	UI toolkit for building applications for mobile, web and desktop	https://flutter.dev/
font-0xproto-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-3270-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-adwaita-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-agave-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-anka-coder		https://code.google.com/p/anka-coder-fonts/
font-anonymice-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-arimo-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-atkynson-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-aurulent-sans-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-bigblue-terminal-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-bitstream-vera-sans-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-blex-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-cascadia-code		https://github.com/microsoft/cascadia-code
font-caskaydia-cove-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-caskaydia-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-code-new-roman-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-comic-shanns-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-commit-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-cousine-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-d2coding-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-daddy-time-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-dejavu-sans-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-departure-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-droid-sans-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-envy-code-r-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-fantasque-sans-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-fira-code		https://github.com/tonsky/FiraCode
font-fira-code-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-fira-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-geist-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-go-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-gohufont-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-hack		https://sourcefoundry.org/hack/
font-hack-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-hasklug-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-heavy-data-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-hurmit-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-ibm-plex-mono		https://github.com/IBM/plex
font-im-writing-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-inconsolata		https://fonts.google.com/specimen/Inconsolata
font-inconsolata-go-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-inconsolata-lgc-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-inconsolata-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-intone-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-iosevka-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-iosevka-term-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-iosevka-term-slab-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-jetbrains-mono		https://www.jetbrains.com/lp/mono
font-jetbrains-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-lekton-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-liberation-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-lilex-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-m+-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-martian-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-meslo-lg-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-monaspice-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-monocraft-nerd-font		https://github.com/IdreesInc/Monocraft
font-monofur-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-monoid-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-mononoki-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-noto-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-opendyslexic-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-overpass-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-profont-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-proggy-clean-tt-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-recursive-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
font-roboto-mono-nerd-font		https://github.com/ryanoasis/nerd-fonts
