1351639930	Gifski	Sindre Sorhus	https://apps.apple.com/in/app/gifski/id1351639930?mt=12&uo=4
668208984	GIPHY Capture. The GIF Maker	Giphy, Inc.	https://apps.apple.com/in/app/giphy-capture-the-gif-maker/id668208984?mt=12&uo=4
310633997	WhatsApp Messenger	WhatsApp Inc.	https://apps.apple.com/in/app/whatsapp-messenger/id310633997?uo=4
1569813296	1Password for Safari	AgileBits Inc.	https://apps.apple.com/in/app/1password-for-safari/id1569813296?mt=12&uo=4
6443941139	2FAS Auth Browser Extension	Two Factor Authentication Service, Inc.	https://apps.apple.com/in/app/2fas-auth-browser-extension/id6443941139?mt=12&uo=4
517914548	Dashlane Password Manager	Dashlane	https://apps.apple.com/in/app/dashlane-password-manager/id517914548?uo=4
1475387142	Tailscale	Tailscale Inc.	https://apps.apple.com/in/app/tailscale/id1475387142?mt=12&uo=4
1528890965	TextSniper	Valerijs Boguckis	https://apps.apple.com/in/app/textsniper/id1528890965?mt=12&uo=4
490179405	Okta Verify	Okta, Inc.	https://apps.apple.com/in/app/okta-verify/id490179405?uo=4
663592361	DuckDuckGo, optional Duck.ai	Duck Duck Go, Inc.	https://apps.apple.com/in/app/duckduckgo-optional-duck-ai/id663592361?uo=4
490461369	Bandwidth+	Harold Chu	https://apps.apple.com/in/app/bandwidth/id490461369?mt=12&uo=4
640199958	Apple Developer	Apple Distribution International	https://apps.apple.com/in/app/apple-developer/id640199958?uo=4
1452453066	Hidden Bar	Dwarves Foundation Company Limited	https://apps.apple.com/in/app/hidden-bar/id1452453066?mt=12&uo=4
1319778037	NOT_FOUND		
302584613	Amazon Kindle: Reading App	AMAZON SELLER SERVICES PRIVATE LIMITED	https://apps.apple.com/in/app/amazon-kindle-reading-app/id302584613?uo=4
1534275760	LanguageTool - Grammar Checker	LanguageTooler GmbH	https://apps.apple.com/in/app/languagetool-grammar-checker/id1534275760?uo=4
1661733229	LocalSend	Tien Do Nam	https://apps.apple.com/in/app/localsend/id1661733229?uo=4
1558360383	Menu Bar Calendar	Sindre Sorhus	https://apps.apple.com/in/app/menu-bar-calendar/id1558360383?mt=12&uo=4
1592917505	Noir – Dark Mode for Safari	Jeffrey Kuiken	https://apps.apple.com/in/app/noir-dark-mode-for-safari/id1592917505?mt=12&uo=4
409203825	NOT_FOUND		
6714467650	NOT_FOUND		
1549370672	Save to Raindrop.io	Rustem Mussabekov	https://apps.apple.com/in/app/save-to-raindrop-io/id1549370672?mt=12&uo=4
1491071483	Tot	The Iconfactory	https://apps.apple.com/in/app/tot/id1491071483?mt=12&uo=4
497799835	Xcode	Apple Distribution International	https://apps.apple.com/in/app/xcode/id497799835?mt=12&uo=4
